collegeName,country,dateOfBirthUTC,firstName,heightFeet,heightInches,heightMeters,isActive,jersey,lastAffiliation,lastName,nbaDebutYear,personId,pos,teamId,temporaryDisplayName,weightKilograms,weightPounds,yearsPro
Pittsburgh,New Zealand,1993-07-20,Steven,7,0,2.13,1,12,Pittsburgh/New Zealand,Adams,2013,203500,C,1610612760,"Adams, Steven",120.2,265,6
Kentucky,USA,1997-07-18,Bam,6,10,2.08,1,13,Kentucky/USA,Adebayo,2017,1628389,C-F,1610612748,"Adebayo, Bam",115.7,255,2
University of Louisville,South Sudan,1997-02-01,Deng,6,7,2.01,1,, South Sudan/South Sudan,Adel,2018,1629061,F,1610612751,"Adel, Deng",90.7,200,1
Texas,USA,1985-07-19,LaMarcus,6,11,2.11,1,12,Texas/USA,Aldridge,2006,200746,C-F,1610612759,"Aldridge, LaMarcus",117.9,260,13
Tennessee,Canada,1996-10-21,Kyle,6,11,2.11,1,,Tennessee/Canada,Alexander,,1629734,F,1610612748,"Alexander, Kyle",99.8,220,0
Virginia Tech,Canada,1998-09-02,Nickeil,6,5,1.96,1,0, Canada/Canada,Alexander-Walker,,1629638,G,1610612740,"Alexander-Walker, Nickeil",92.5,204,0
Duke University,USA,1995-10-08,Grayson,6,5,1.96,1,,Duke University/USA,Allen,2018,1628960,G,1610612763,"Allen, Grayson",89.8,198,1
Texas,USA,1998-04-21,Jarrett,6,11,2.11,1,31,Texas/USA,Allen,2017,1628386,C,1610612751,"Allen, Jarrett",107.5,237,2
Arizona,USA,1993-01-15,Kadeem,6,3,1.9,1,0,ArizonaUSA/USA,Allen,2017,1628443,G,1610612752,"Allen, Kadeem",90.7,200,2
Wake Forest,USA,1990-09-21,Al-Farouq,6,9,2.06,1,2,Wake Forest/USA,Aminu,2010,202329,F,1610612753,"Aminu, Al-Farouq",99.8,220,9
UCLA,USA,1993-09-20,Kyle,6,9,2.06,1,1,UCLA/USA,Anderson,2014,203937,F,1610612763,"Anderson, Kyle",104.3,230,5
 ,Greece,1994-12-06,Giannis,6,11,2.11,1,34,Greece/Greece,Antetokounmpo,2013,203507,F,1610612749,"Antetokounmpo, Giannis",109.8,242,6
University of Dayton,Greece,1997-11-20,Kostas,6,10,2.08,1,37,University of Dayton/Greece,Antetokounmpo,2018,1628961,F,1610612747,"Antetokounmpo, Kostas",90.7,200,1
 ,Greece,1992-07-18,Thanasis,6,7,2.01,1,, Greece/Greece,Antetokounmpo,2015,203648,F,1610612749,"Antetokounmpo, Thanasis",93.0,205,1
Indiana,United Kingdom,1997-07-17,OG,6,8,2.03,1,3,Indiana/United Kingdom,Anunoby,2017,1628384,F,1610612761,"Anunoby, OG",105.2,232,2
Villanova,USA,1994-03-26,Ryan,6,3,1.9,1,51,Villanova/USA,Arcidiacono,2017,1627853,G,1610612741,"Arcidiacono, Ryan",90.7,200,2
UCLA,USA,1985-06-30,Trevor,6,8,2.03,1,0,UCLA/USA,Ariza,2004,2772,F,1610612758,"Ariza, Trevor",97.5,215,15
Texas,USA,1987-11-10,D.J.,6,0,1.83,1,14,Texas/USA,Augustin,2008,201571,G,1610612753,"Augustin, D.J.",83.0,183,11
University of Arizona,Bahamas,1998-07-23,Deandre,7,1,2.16,1,22,University of Arizona/Bahamas,Ayton,2018,1629028,C,1610612756,"Ayton, Deandre",113.4,250,1
Florida State,USA,1995-08-30,Dwayne,6,7,2.01,1,7,Florida State/USA,Bacon,2017,1628407,G-F,1610612766,"Bacon, Dwayne",100.2,221,2
Duke University,USA,1999-03-14,Marvin,6,11,2.11,1,35,Duke University/USA,Bagley III,2018,1628963,F,1610612758,"Bagley III, Marvin",106.1,234,1
UCLA,USA,1997-10-27,Lonzo,6,6,1.98,1,2,UCLA/USA,Ball,2017,1628366,G,1610612740,"Ball, Lonzo",86.2,190,2
University of Texas at Austin,USA,1998-05-12,Mo,7,1,2.16,1,5,University of Texas at Austin/USA,Bamba,2018,1628964,C,1610612753,"Bamba, Mo",109.3,241,1
North Carolina,USA,1992-05-30,Harrison,6,8,2.03,1,40,North Carolina/USA,Barnes,2012,203084,F,1610612758,"Barnes, Harrison",102.1,225,7
Duke University,Canada,2000-07-14,RJ,6,7,2.01,1,9, Canada/Canada,Barrett,,1629628,F-G,1610612752,"Barrett, RJ",91.6,202,0
Memphis,USA,1991-01-06,Will,6,6,1.98,1,5,Memphis/USA,Barton,2012,203115,G,1610612743,"Barton, Will",86.2,190,7
Ohio State University,USA,1996-01-23,Keita,6,9,2.06,1,31,Ohio State University/USA,Bates-Diop,2018,1628966,F,1610612750,"Bates-Diop, Keita",103.9,229,1
 ,France,1988-12-14,Nicolas,6,8,2.03,1,5,Le Mans/France,Batum,2008,201587,F-G,1610612766,"Batum, Nicolas",90.7,200,11
Washington State,Australia,1986-12-09,Aron,6,10,2.08,1,46,Washington State/Australia,Baynes,2012,203382,C-F,1610612756,"Baynes, Aron",117.9,260,7
Old Dominion,USA,1989-07-01,Kent,6,5,1.96,1,24,Old Dominion/USA,Bazemore,2012,203145,G,1610612757,"Bazemore, Kent",91.2,201,7
 ,USA,2000-06-12,Darius,6,9,2.06,1,7, USA/USA,Bazley,,1629647,F,1610612760,"Bazley, Darius",94.3,208,0
Florida,USA,1993-06-28,Bradley,6,5,1.96,1,3,Florida/USA,Beal,2012,203078,G,1610612764,"Beal, Bradley",93.9,207,7
Florida State,USA,1996-11-26,Malik,6,5,1.96,1,25,Florida State/USA,Beasley,2016,1627736,G,1610612743,"Beasley, Malik",88.5,195,3
 ,Italy,1986-03-25,Marco,6,5,1.96,1,18,Fortitudo Bologna/Italy,Belinelli,2007,201158,G-F,1610612759,"Belinelli, Marco",95.3,210,12
Oregon,USA,1995-01-07,Jordan,6,9,2.06,1,,Oregon/USA,Bell,2017,1628395,F,1610612750,"Bell, Jordan",101.6,224,2
"St. Joseph's, PA",USA,1994-07-04,DeAndre',6,6,1.98,1,95,St. Joseph's (PA)/USA,Bembry,2016,1627761,G-F,1610612737,"Bembry, DeAndre'",95.3,210,3
 ,Croatia,1997-11-17,Dragan,7,1,2.16,1,,Croatia/Croatia,Bender,2016,1627733,F,1610612749,"Bender, Dragan",102.1,225,3
UNLV,Canada,1993-03-14,Anthony,6,8,2.03,1,30,Nevada-Las Vegas/Canada,Bennett,2013,203461,F,1610612745,"Bennett, Anthony",111.1,245,4
 ,Latvia,1992-11-12,Davis,6,10,2.08,1,, Latvia/Latvia,Bertans,2016,202722,F,1610612764,"Bertans, Davis",102.1,225,3
Arkansas,USA,1988-07-12,Patrick,6,1,1.85,1,21,Arkansas/USA,Beverley,2012,201976,G,1610612746,"Beverley, Patrick",83.9,185,7
UNLV,Canada,1992-09-28,Khem,6,9,2.06,1,24,Nevada-Las Vegas/Canada,Birch,2017,203920,C,1610612753,"Birch, Khem",105.7,233,2
 ,Georgia,1999-07-20,Goga,6,11,2.11,1,88, Georgia/Georgia,Bitadze,,1629048,C,1610612754,"Bitadze, Goga",111.1,245,0
 ,Democratic Republic of the Congo,1992-08-28,Bismack,6,9,2.06,1,8,Baloncesto Fuenlabrada/Democratic Republic of Cong,Biyombo,2011,202687,C,1610612766,"Biyombo, Bismack",115.7,255,8
 ,Serbia,1988-05-09,Nemanja,6,10,2.08,1,88,Fenerbahce Ulker/Serbia,Bjelica,2015,202357,F,1610612758,"Bjelica, Nemanja",106.1,234,4
Louisiana State,USA,1996-10-04,Antonio,6,4,1.93,1,9,Louisiana State/USA,Blakeney,2017,1628469,G,1610612741,"Blakeney, Antonio",87.1,192,2
Kentucky,USA,1989-12-09,Eric,6,1,1.85,1,6,Kentucky/USA,Bledsoe,2010,202339,G,1610612749,"Bledsoe, Eric",93.0,205,9
 ,Serbia,1992-08-18,Bogdan,6,6,1.98,1,8, Serbia/Serbia,Bogdanovic,2017,203992,G,1610612758,"Bogdanovic, Bogdan",93.0,205,2
 ,Croatia,1989-04-18,Bojan,6,8,2.03,1,,Croatia/Croatia,Bogdanovic,2014,202711,F,1610612762,"Bogdanovic, Bojan",98.0,216,5
University of Oregon,Sudan,1999-11-16,Bol,7,2,2.18,1,, Sudan/Sudan,Bol,,1629626,C,1610612743,"Bol, Bol",94.3,208,0
 ,Australia,1996-01-02,Jonah,6,10,2.08,1,43,Australia/Australia,Bolden,2018,1628413,F,1610612755,"Bolden, Jonah",99.8,220,1
University of Tennessee,USA,1997-11-05,Jordan,6,2,1.88,1,18,University of Tennessee/USA,Bone,,1629648,G,1610612765,"Bone, Jordan",81.2,179,0
 ,Germany,1999-11-08,Isaac,6,8,2.03,1,,Germany/Germany,Bonga,2018,1629067,G,1610612764,"Bonga, Isaac",81.6,180,1
Kentucky,USA,1996-10-30,Devin,6,6,1.98,1,1,Kentucky/USA,Booker,2015,1626164,F,1610612756,"Booker, Devin",95.3,210,4
Oregon,Canada,1993-01-11,Chris,6,10,2.08,1,25,Oregon/Canada,Boucher,2017,1628449,F,1610612761,"Boucher, Chris",90.7,200,2
 ,USA,1998-10-02,Brian,6,7,2.01,1,10, USA/USA,Bowen II,,1628968,F,1610612754,"Bowen II, Brian",86.2,190,0
Boston College,USA,1997-06-16,Ky,6,2,1.88,1,,Boston College/USA,Bowman,,1629065,G,1610612744,"Bowman, Ky",82.1,181,0
Texas,USA,1990-11-26,Avery,6,2,1.88,1,11,Texas/USA,Bradley,2010,202340,G,1610612747,"Bradley, Avery",81.6,180,9
North Carolina,USA,1998-01-08,Tony,6,10,2.08,1,13,North Carolina/USA,Bradley,2017,1628396,C,1610612762,"Bradley, Tony",112.5,248,2
College of Charleston,USA,1996-06-07,Jarrell,6,7,2.01,1,5,College of Charleston/USA,Brantley,,1629714,F,1610612762,"Brantley, Jarrell",113.4,250,0
University of Michigan,Lithuania,1999-01-08,Ignas,6,7,2.01,1,17, Lithuania/Lithuania,Brazdeikis,,1629649,F,1610612752,"Brazdeikis, Ignas",100.2,221,0
Villanova University,USA,1996-08-30,Mikal,6,7,2.01,1,25,Villanova University/USA,Bridges,2018,1628969,F,1610612756,"Bridges, Mikal",95.3,210,1
Michigan State University,USA,1998-03-21,Miles,6,7,2.01,1,0,Michigan State University/USA,Bridges,2018,1628970,F,1610612766,"Bridges, Miles",102.1,225,1
Syracuse University,Canada,1998-06-20,Oshae,6,8,2.03,1,,Syracuse University/Canada,Brissett,,1629052,F,1610612761,"Brissett, Oshae",95.3,210,0
,Australia,1990-08-23,Ryan,6,7,2.01,1,45,Australia/Australia,Broekhoff,2018,1629151,G-F,1610612742,"Broekhoff, Ryan",97.5,215,1
Virginia,USA,1992-12-11,Malcolm,6,5,1.96,1,7,Virginia/USA,Brogdon,2016,1627763,G,1610612754,"Brogdon, Malcolm",103.9,229,3
Oregon,Canada,1996-01-22,Dillon,6,6,1.98,1,24,Oregon/Canada,Brooks,2017,1628415,G-F,1610612763,"Brooks, Dillon",99.8,220,2
University of Miami,USA,1996-08-15,Bruce,6,5,1.96,1,6,University of Miami/USA,Brown,2018,1628971,G,1610612765,"Brown, Bruce",91.6,202,1
,USA,1997-02-02,Charles,6,7,2.01,1,, USA/USA,Brown,,1629718,G,1610612737,"Brown, Charles",90.3,199,0
California,USA,1996-10-24,Jaylen,6,7,2.01,1,7,California/USA,Brown,2016,1627759,G,1610612738,"Brown, Jaylen",99.8,220,3
Southern Methodist,USA,1995-02-10,Sterling,6,6,1.98,1,23,Southern Methodist/USA,Brown,2017,1628425,G,1610612749,"Brown, Sterling",105.2,232,2
University of Oregon,USA,1999-07-28,Troy,6,7,2.01,1,6,University of Oregon/USA,Brown Jr.,2018,1628972,F,1610612764,"Brown Jr., Troy",97.5,215,1
Villanova University,USA,1996-08-31,Jalen,6,3,1.9,1,13,Villanova University/USA,Brunson,2018,1628973,G,1610612742,"Brunson, Jalen",86.2,190,1
Indiana,USA,1997-07-31,Thomas,6,11,2.11,1,13,Indiana/USA,Bryant,2017,1628418,C,1610612764,"Bryant, Thomas",112.5,248,2
North Carolina,USA,1991-03-16,Reggie,6,7,2.01,1,,North Carolina/USA,Bullock,2013,203493,G-F,1610612752,"Bullock, Reggie",93.0,205,6
Michigan,USA,1992-11-12,Trey,6,1,1.85,1,,Michigan/USA,Burke,2013,203504,G,1610612755,"Burke, Trey",79.4,175,6
Colorado,USA,1991-07-20,Alec,6,6,1.98,1,,Colorado/USA,Burks,2011,202692,G,1610612744,"Burks, Alec",97.1,214,8
Iowa State,USA,1994-01-31,Deonte,6,5,1.96,1,30,Iowa State/USA,Burton,2018,1629126,G-F,1610612760,"Burton, Deonte",111.1,245,1
Marquette,USA,1989-09-14,Jimmy,6,8,2.03,1,22,Marquette/USA,Butler,2011,202710,G-F,1610612748,"Butler, Jimmy",105.2,232,8
Brazil,Brazil,1995-09-21,Bruno,6,9,2.06,1,5,Brazil/Brazil,Caboclo,2014,203998,F,1610612763,"Caboclo, Bruno",98.9,218,5
UNC-Wilmington,USA,1996-10-08,Devontae,6,7,2.01,1,12,North Carolina-Wilmington/USA,Cacok,,1629719,F-C,1610612747,"Cacok, Devontae",108.9,240,0
Georgia,USA,1993-02-18,Kentavious,6,5,1.96,1,1,Georgia/USA,Caldwell-Pope,2013,203484,G,1610612747,"Caldwell-Pope, Kentavious",93.0,205,6
 ,Slovenia,1997-04-10,Vlatko,6,9,2.06,1,31,Slovenia/Slovenia,Cancar,,1628427,F,1610612743,"Cancar, Vlatko",97.5,215,0
Switzerland,Switzerland,1994-05-18,Clint,6,10,2.08,1,15,Switzerland/Switzerland,Capela,2014,203991,C,1610612745,"Capela, Clint",108.9,240,5
"University of Nevada, Reno",USA,1996-01-15,Jordan,6,7,2.01,1,17,"University of Nevada, Reno/USA",Caroline,,1629696,F-G,1610612747,"Caroline, Jordan",104.3,230,0
Missouri,USA,1986-07-27,DeMarre,6,8,2.03,1,77,Missouri/USA,Carroll,2009,201960,F,1610612759,"Carroll, DeMarre",97.5,215,10
West Virginia University,USA,1995-09-14,Jevon,6,2,1.88,1,4,West Virginia University/USA,Carter,2018,1628975,G,1610612756,"Carter, Jevon",88.5,195,1
Duke University,USA,1999-04-16,Wendell,6,10,2.08,1,34,Duke University/USA,Carter Jr.,2018,1628976,C,1610612741,"Carter Jr., Wendell",115.7,255,1
Syracuse,USA,1991-10-10,Michael,6,6,1.98,1,7,Syracuse/USA,Carter-Williams,2013,203487,G,1610612753,"Carter-Williams, Michael",86.2,190,6
Texas A&M,USA,1994-02-28,Alex,6,5,1.96,1,4,Texas A&M/USA,Caruso,2017,1627936,G,1610612747,"Caruso, Alex",84.4,186,2
Kentucky,USA,1993-08-18,Willie,7,0,2.13,1,,Kentucky/USA,Cauley-Stein,2015,1626161,C,1610612744,"Cauley-Stein, Willie",108.9,240,4
No College,USA,1982-10-02,Tyson,7,1,2.16,1,19,Dominguez HS (CA)/USA,Chandler,2001,2199,C,1610612745,"Chandler, Tyson",108.9,240,18
DePaul,USA,1987-05-10,Wilson,6,9,2.06,1,,DePaul/USA,Chandler,2007,201163,F,1610612751,"Chandler, Wilson",102.1,225,12
College of Charleston,USA,1995-11-01,Joe,6,3,1.9,1,,Charleston (SC)/USA,Chealey,2018,1629147,G,1610612766,"Chealey, Joe",86.2,190,1
Arizona State,USA,1995-11-17,Zylan,6,8,2.03,1,45,Arizona State/USA,Cheatham,,1629597,F,1610612740,"Cheatham, Zylan",99.8,220,0
University of Florida,USA,1995-11-21,Chris,6,0,1.83,1,2,University of Florida/USA,Chiozza,2018,1629185,G,1610612745,"Chiozza, Chris",79.4,175,1
University of Cincinnati,USA,1994-11-16,Gary,6,8,2.03,1,6,University of Cincinnati/USA,Clark,2018,1629109,F,1610612745,"Clark, Gary",102.1,225,1
Gonzaga University,Canada,1996-09-19,Brandon,6,8,2.03,1,, Canada/Canada,Clarke,,1629634,F,1610612763,"Clarke, Brandon",93.9,207,0
Missouri,USA,1992-06-07,Jordan,6,5,1.96,1,8,Missouri/USA,Clarkson,2014,203903,G,1610612739,"Clarkson, Jordan",88.0,194,5
University of Georgia,,1999-04-17,Nicolas,6,11,2.11,1,,,Claxton,,1629651,F,1610612751,"Claxton, Nicolas",99.8,220,0
Campbell University,USA,1997-07-23,Chris,5,9,1.75,1,,Campbell University/USA,Clemons,,1629598,G,1610612745,"Clemons, Chris",81.6,180,0
Southeast Missouri State,USA,1994-02-02,Antonius,6,6,1.98,1,,Southeast Missouri State/USA,Cleveland,2017,1628499,G,1610612742,"Cleveland, Antonius",88.5,195,1
University of Minnesota,USA,1997-06-17,Amir,6,8,2.03,1,,University of Minnesota/USA,Coffey,,1629599,G-F,1610612746,"Coffey, Amir",95.3,210,0
Wake Forest,USA,1997-09-23,John,6,10,2.08,1,20,Wake Forest/USA,Collins,2017,1628381,F,1610612737,"Collins, John",106.6,235,2
Gonzaga,USA,1997-11-19,Zach,7,0,2.13,1,33,Gonzaga/USA,Collins,2017,1628380,F-C,1610612757,"Collins, Zach",106.6,235,2
Ohio State,USA,1987-10-11,Mike,6,1,1.85,1,,Ohio State/USA,Conley,2007,201144,G,1610612762,"Conley, Mike",79.4,175,12
Notre Dame,USA,1993-01-06,Pat,6,4,1.93,1,24,Notre Dame/USA,Connaughton,2015,1626192,G,1610612749,"Connaughton, Pat",94.8,209,4
Duke,USA,1993-03-23,Quinn,6,2,1.88,1,2,Duke/USA,Cook,2016,1626188,G,1610612747,"Cook, Quinn",81.2,179,3
University of Iowa,USA,1997-09-23,Tyler,6,9,2.06,1,34,University of Iowa/USA,Cook,,1629076,F,1610612743,"Cook, Tyler",111.1,245,0
Kentucky,USA,1990-08-13,DeMarcus,6,11,2.11,1,15,Kentucky/USA,Cousins,2010,202326,C,1610612747,"Cousins, DeMarcus",122.5,270,9
Tennessee State,USA,1990-12-14,Robert,6,9,2.06,1,33,Tennessee State/USA,Covington,2013,203496,F,1610612750,"Covington, Robert",102.1,225,6
California,USA,1992-04-09,Allen,6,6,1.98,1,,California/USA,Crabbe,2013,203459,G-F,1610612737,"Crabbe, Allen",96.2,212,6
South Carolina Upstate,USA,1990-12-19,Torrey,6,7,2.01,1,3,South Carolina Upstate/USA,Craig,2017,1628470,F,1610612743,"Craig, Torrey",97.5,215,2
Marquette,USA,1990-07-06,Jae,6,6,1.98,1,,Marquette/USA,Crowder,2012,203109,F,1610612763,"Crowder, Jae",106.6,235,7
Texas Tech University,USA,1999-02-20,Jarrett,6,7,2.01,1,,Texas Tech University/USA,Culver,,1629633,G,1610612750,"Culver, Jarrett",88.5,195,0
Duke,USA,1990-08-23,Seth,6,2,1.88,1,30,DukeUSA/USA,Curry,2013,203552,G,1610612742,"Curry, Seth",83.9,185,6
Davidson,USA,1988-03-14,Stephen,6,3,1.9,1,30,Davidson/USA,Curry,2009,201939,G,1610612744,"Curry, Stephen",86.2,190,10
Va Commonwealth,USA,1991-07-15,Troy,6,4,1.93,1,30,Virginia Commonwealth/USA,Daniels,2013,203584,F,1610612747,"Daniels, Troy",93.0,205,6
Kentucky,USA,1993-03-11,Anthony,6,10,2.08,1,3,Kentucky/USA,Davis,2012,203076,F-C,1610612747,"Davis, Anthony",114.8,253,7
Michigan State,USA,1996-12-02,Deyonta,6,11,2.11,1,,Michigan State/USA,Davis,2016,1627738,G,1610612745,"Davis, Deyonta",107.5,237,3
North Carolina,USA,1989-06-05,Ed,6,10,2.08,1,17,North Carolina/USA,Davis,2010,202334,C,1610612762,"Davis, Ed",102.1,225,9
University of Mississippi,USA,1997-05-16,Terence,6,4,1.93,1,,University of Mississippi/USA,Davis,,1629056,G,1610612761,"Davis, Terence",93.0,205,0
USC,USA,1989-08-12,Dewayne,7,0,2.13,1,,USC/USA,Dedmon,2013,203473,C,1610612758,"Dedmon, Dewayne",111.1,245,6
St. Mary's (CA),Australia,1990-09-08,Matthew,6,4,1.93,1,18,St. Mary's (CA)/Australia,Dellavedova,2013,203521,G,1610612739,"Dellavedova, Matthew",90.7,200,6
USC,USA,1989-08-07,DeMar,6,7,2.01,1,10,USC/USA,DeRozan,2009,201942,G,1610612759,"DeRozan, DeMar",99.8,220,10
Kansas,Mali,1996-09-13,Cheick,6,9,2.06,1,14,Kansas/Mali,Diallo,2016,1627767,F,1610612756,"Diallo, Cheick",99.8,220,3
University of Kentucky,USA,1998-07-31,Hamidou,6,5,1.96,1,6,University of Kentucky/USA,Diallo,2018,1628977,G,1610612760,"Diallo, Hamidou",89.8,198,1
Louisville,Senegal,1990-01-18,Gorgui,6,11,2.11,1,5,Louisville/Senegal,Dieng,2013,203476,C,1610612750,"Dieng, Gorgui",114.3,252,6
Colorado,USA,1993-04-06,Spencer,6,6,1.98,1,8,Colorado/USA,Dinwiddie,2014,203915,G,1610612751,"Dinwiddie, Spencer",95.3,210,5
